hostname,GPU,algorithm,point_count,query_count,k,dim,block_size,items_per_thread,items_per_thread2,items_per_thread3,deg,time,slowdown,category
ampere01,L40,bits-prefetch,524288,256,2048,1,512,5,1,1,1,0.0007717071,1.0,q >= 256
ampere01,L40,bits-prefetch,524288,512,2,1,512,5,1,1,1,0.00136905325,1.0061800496882212,q >= 256
ampere01,L40,bits-prefetch,524288,512,4,1,512,5,1,1,1,0.0013681729,1.0060054538752032,q >= 256
ampere01,L40,bits-prefetch,524288,512,8,1,512,5,1,1,1,0.0013682517,1.0054610447434569,q >= 256
ampere01,L40,bits-prefetch,524288,512,16,1,512,5,1,1,1,0.0013697964499999999,1.0068039928429853,q >= 256
ampere01,L40,bits-prefetch,524288,512,32,1,512,5,1,1,1,0.00136848795,1.0060755810918762,q >= 256
ampere01,L40,bits-prefetch,524288,512,64,1,512,5,1,1,1,0.0013700599000000002,1.0065061163694267,q >= 256
ampere01,L40,bits-prefetch,524288,512,128,1,512,5,1,1,1,0.00137019615,1.005242026894078,q >= 256
ampere01,L40,bits-prefetch,524288,512,256,1,512,5,1,1,1,0.00137003355,1.0059052903889352,q >= 256
ampere01,L40,bits-prefetch,524288,512,512,1,512,5,1,1,1,0.00138960565,1.0160114743903599,q >= 256
ampere01,L40,bits-prefetch,524288,512,1024,1,512,5,1,1,1,0.0013997666,1.0044254110767201,q >= 256
ampere01,L40,bits-prefetch,524288,512,2048,1,512,5,1,1,1,0.00148220775,1.0171768651461937,q >= 256
ampere01,L40,bits-prefetch,524288,1024,2,1,512,5,1,1,1,0.0026406712499999997,1.0009416314889423,q >= 256
ampere01,L40,bits-prefetch,524288,1024,4,1,512,5,1,1,1,0.0026400503,1.0004074688089124,q >= 256
ampere01,L40,bits-prefetch,524288,1024,8,1,512,5,1,1,1,0.00264140895,1.0010015097207172,q >= 256
ampere01,L40,bits-prefetch,524288,1024,16,1,512,5,1,1,1,0.0026435908,1.0014568072706411,q >= 256
ampere01,L40,bits-prefetch,524288,1024,32,1,512,5,1,1,1,0.00264033925,1.0002243017858738,q >= 256
ampere01,L40,bits-prefetch,524288,1024,64,1,512,5,1,1,1,0.00264397485,1.0013978040432578,q >= 256
ampere01,L40,bits-prefetch,524288,1024,128,1,512,5,1,1,1,0.00264591825,1.0015385219855286,q >= 256
ampere01,L40,bits-prefetch,524288,1024,256,1,512,5,1,1,1,0.0026476773499999997,1.0019755098015495,q >= 256
ampere01,L40,bits-prefetch,524288,1024,512,1,512,5,1,1,1,0.00267711865,1.0100919446662426,q >= 256
ampere01,L40,bits-prefetch,524288,1024,1024,1,512,5,1,1,1,0.0026982536500000003,1.0008505502639764,q >= 256
ampere01,L40,bits-prefetch,524288,1024,2048,1,512,5,1,1,1,0.0028431451,1.0006017381426915,q >= 256
ampere01,L40,bits-prefetch,524288,2048,2,1,512,5,1,1,1,0.00520997905,1.006681007387996,q >= 256
ampere01,L40,bits-prefetch,524288,2048,4,1,512,5,1,1,1,0.00521176285,1.0068789751746674,q >= 256
ampere01,L40,bits-prefetch,524288,2048,8,1,512,5,1,1,1,0.00520949305,1.0063262938015596,q >= 256
ampere01,L40,bits-prefetch,524288,2048,16,1,512,5,1,1,1,0.00521062005,1.0066058131561457,q >= 256
ampere01,L40,bits-prefetch,524288,2048,32,1,512,5,1,1,1,0.0052124146,1.0066291064743293,q >= 256
ampere01,L40,bits-prefetch,524288,2048,64,1,512,5,1,1,1,0.00521368155,1.0061873494203133,q >= 256
ampere01,L40,bits-prefetch,524288,2048,128,1,512,5,1,1,1,0.00521702925,1.0058348602323466,q >= 256
ampere01,L40,bits-prefetch,524288,2048,256,1,512,5,1,1,1,0.00520059445,1.001748467656541,q >= 256
ampere01,L40,bits-prefetch,524288,2048,512,1,512,5,1,1,1,0.00523860805,1.0053916939930627,q >= 256
ampere01,L40,bits-prefetch,524288,2048,1024,1,512,5,1,1,1,0.005278067900000001,1.0011485746449091,q >= 256
ampere01,L40,bits-prefetch,524288,2048,2048,1,512,5,1,1,1,0.005489220899999999,1.0,q >= 256
ampere01,L40,bits-prefetch,524288,4096,2,1,512,5,1,1,1,0.01025687905,1.0003232339270107,q >= 256
ampere01,L40,bits-prefetch,524288,4096,4,1,512,5,1,1,1,0.01025727825,1.0001998882843013,q >= 256
ampere01,L40,bits-prefetch,524288,4096,8,1,512,5,1,1,1,0.0102582857,1.000168594596052,q >= 256
ampere01,L40,bits-prefetch,524288,4096,16,1,512,5,1,1,1,0.01026188255,1.0002577043070457,q >= 256
ampere01,L40,bits-prefetch,524288,4096,32,1,512,5,1,1,1,0.010264788549999999,1.000120752575532,q >= 256
ampere01,L40,bits-prefetch,524288,4096,64,1,512,5,1,1,1,0.01027079405,1.0002412859023253,q >= 256
ampere01,L40,bits-prefetch,524288,4096,128,1,512,5,1,1,1,0.01027950945,1.0002083364084557,q >= 256
ampere01,L40,bits-prefetch,524288,4096,256,1,512,5,1,1,1,0.010296685199999999,1.0012915324724894,q >= 256
ampere01,L40,bits-prefetch,524288,4096,512,1,512,5,1,1,1,0.0103487153,1.0024633970798218,q >= 256
ampere01,L40,bits-prefetch,524288,4096,1024,1,512,5,1,1,1,0.0104069456,1.0007535164284302,q >= 256
ampere01,L40,bits-prefetch,524288,4096,2048,1,512,5,1,1,1,0.0107553124,1.0,q >= 256
ampere01,L40,bits-prefetch,524288,8192,2,1,512,5,1,1,1,0.02040886365,1.0000893882721205,q >= 256
ampere01,L40,bits-prefetch,524288,8192,4,1,512,5,1,1,1,0.0204120341,1.0002261015851739,q >= 256
ampere01,L40,bits-prefetch,524288,8192,8,1,512,5,1,1,1,0.0204139509,1.0001537518395824,q >= 256
ampere01,L40,bits-prefetch,524288,8192,16,1,512,5,1,1,1,0.020421575549999998,1.0002265813515054,q >= 256
ampere01,L40,bits-prefetch,524288,8192,32,1,512,5,1,1,1,0.0204289422,1.0001862802646313,q >= 256
ampere01,L40,bits-prefetch,524288,8192,64,1,512,5,1,1,1,0.0204402604,1.0002074278509028,q >= 256
ampere01,L40,bits-prefetch,524288,8192,128,1,512,5,1,1,1,0.02046667655,1.0004905815206444,q >= 256
ampere01,L40,bits-prefetch,524288,8192,256,1,512,5,1,1,1,0.020500178350000002,1.0009977908000056,q >= 256
ampere01,L40,bits-prefetch,524288,8192,512,1,512,5,1,1,1,0.02059381765,1.002367245987157,q >= 256
ampere01,L40,bits-prefetch,524288,8192,1024,1,512,5,1,1,1,0.02071684755,1.0007972621150578,q >= 256
ampere01,L40,bits-prefetch,524288,8192,2048,1,512,5,1,1,1,0.02138392775,1.0067990735590444,q >= 256
ampere01,L40,block-select-tunable,524288,64,32,1,64,4,1,1,1,0.0025866292,1.9452799367313607,q == 64
ampere01,L40,block-select-tunable,524288,64,64,1,64,4,1,1,1,0.00259527835,1.941715321868765,q == 64
ampere01,L40,block-select-tunable,524288,64,128,1,64,4,1,1,1,0.0026188971499999996,1.9186768141475696,q == 64
ampere01,L40,block-select-tunable,524288,64,256,1,64,4,1,1,1,0.00265623385,1.8865920287850415,q == 64
ampere01,L40,block-select-tunable,524288,64,512,1,64,4,1,1,1,0.0028465747499999998,1.9058344016337587,q == 64
ampere01,L40,block-select-tunable,524288,64,1024,1,64,4,1,1,1,0.0031045669000000003,1.889047889876449,q == 64
ampere01,L40,block-select-tunable,524288,64,2048,1,64,4,1,1,1,0.00435841735,1.2911798494032407,q == 64
ampere01,L40,block-select-tunable,524288,256,32,1,64,4,1,1,1,0.0026646101500000003,1.8826670025110612,q >= 256
ampere01,L40,block-select-tunable,524288,256,64,1,64,4,1,1,1,0.0026743099,1.8775358056856275,q >= 256
ampere01,L40,block-select-tunable,524288,256,128,1,64,4,1,1,1,0.00269719815,1.8583708184044152,q >= 256
ampere01,L40,block-select-tunable,524288,256,256,1,64,4,1,1,1,0.0027396083000000002,1.8336069635624932,q >= 256
ampere01,L40,block-select-tunable,524288,256,512,1,64,4,1,1,1,0.002921406,1.8384512285327246,q >= 256
ampere01,L40,block-select-tunable,524288,256,1024,1,64,4,1,1,1,0.0031851358500000005,1.8130072112487947,q >= 256
ampere01,L40,block-select-tunable,524288,256,2048,1,64,4,1,1,1,0.0044839935,1.2861373865191494,q >= 256
ampere01,L40,block-select-tunable,524288,512,32,1,64,4,1,1,1,0.00274607165,1.6699470702619499,q >= 256
ampere01,L40,block-select-tunable,524288,512,64,1,64,4,1,1,1,0.0027548261,1.6562536148288487,q >= 256
ampere01,L40,block-select-tunable,524288,512,128,1,64,4,1,1,1,0.00278178785,1.6557158186904097,q >= 256
ampere01,L40,block-select-tunable,524288,512,256,1,64,4,1,1,1,0.0028261267,1.6480576680026455,q >= 256
ampere01,L40,block-select-tunable,524288,512,512,1,64,4,1,1,1,0.00300345595,1.652608758355123,q >= 256
ampere01,L40,block-select-tunable,524288,512,1024,1,64,4,1,1,1,0.0033783625999999995,1.0780444502648767,q >= 256
ampere01,L40,block-select-tunable,524288,512,2048,1,64,4,1,1,1,0.00874924455,1.2832956313746935,q >= 256
ampere01,L40,block-select-tunable,524288,1024,32,1,64,4,1,1,1,0.00312628355,1.1623680301191839,q >= 256
ampere01,L40,block-select-tunable,524288,1024,64,1,64,4,1,1,1,0.0031436014,1.164803115902527,q >= 256
ampere01,L40,block-select-tunable,524288,1024,128,1,64,4,1,1,1,0.0031710862999999997,1.1715406783338869,q >= 256
ampere01,L40,block-select-tunable,524288,1024,256,1,64,4,1,1,1,0.00320327095,1.162880259040071,q >= 256
ampere01,L40,block-select-tunable,524288,1024,512,1,64,4,1,1,1,0.0034070984,1.0231530106511446,q >= 256
ampere01,L40,block-select-tunable,524288,1024,1024,1,64,4,1,1,1,0.00657087695,1.2317859804608577,q >= 256
ampere01,L40,block-select-tunable,524288,1024,2048,1,64,4,1,1,1,0.0133397132,1.2847623338186434,q >= 256
ampere01,L40,block-select-tunable,524288,2048,32,1,64,4,1,1,1,0.006087110200000001,1.157488742903177,q >= 256
ampere01,L40,block-select-tunable,524288,2048,64,1,64,4,1,1,1,0.00611892245,1.1628053163965617,q >= 256
ampere01,L40,block-select-tunable,524288,2048,128,1,64,4,1,1,1,0.0061786291,1.1704868176214855,q >= 256
ampere01,L40,block-select-tunable,524288,2048,256,1,64,4,1,1,1,0.0062710223,1.1797971546276047,q >= 256
ampere01,L40,block-select-tunable,524288,2048,512,1,64,4,1,1,1,0.00668681085,1.110786117199423,q >= 256
ampere01,L40,block-select-tunable,524288,2048,1024,1,64,4,1,1,1,0.010377873749999999,1.1363218044247692,q >= 256
ampere01,L40,block-select-tunable,524288,2048,2048,1,64,4,1,1,1,0.0232379075,1.3141039336278397,q >= 256
ampere01,L40,block-select-tunable,524288,4096,32,1,64,4,1,1,1,0.012090397999999999,1.1728682044431924,q >= 256
ampere01,L40,block-select-tunable,524288,4096,64,1,64,4,1,1,1,0.0121672388,1.1779515345627742,q >= 256
ampere01,L40,block-select-tunable,524288,4096,128,1,64,4,1,1,1,0.0122834025,1.176117605685325,q >= 256
ampere01,L40,block-select-tunable,524288,4096,256,1,64,4,1,1,1,0.012480391050000001,1.1867016136805866,q >= 256
ampere01,L40,block-select-tunable,524288,4096,512,1,64,4,1,1,1,0.01321788385,1.1518029250840423,q >= 256
ampere01,L40,block-select-tunable,524288,4096,1024,1,64,4,1,1,1,0.0202063974,1.1202345538522585,q >= 256
ampere01,L40,block-select-tunable,524288,4096,2048,1,64,4,1,1,1,0.0451224175,1.2825178395331636,q >= 256
ampere01,L40,block-select-tunable,524288,8192,32,1,64,4,1,1,1,0.024110790400000002,1.1775793094483715,q >= 256
ampere01,L40,block-select-tunable,524288,8192,64,1,64,4,1,1,1,0.02426579945,1.1833070485925354,q >= 256
ampere01,L40,block-select-tunable,524288,8192,128,1,64,4,1,1,1,0.0245229184,1.1777617054422773,q >= 256
ampere01,L40,block-select-tunable,524288,8192,256,1,64,4,1,1,1,0.02491245625,1.1885814770073393,q >= 256
ampere01,L40,block-select-tunable,524288,8192,512,1,64,4,1,1,1,0.02631444155,1.1330078230156257,q >= 256
ampere01,L40,block-select-tunable,524288,8192,1024,1,64,4,1,1,1,0.039741021599999996,1.116054475341682,q >= 256
ampere01,L40,block-select-tunable,524288,8192,2048,1,64,4,1,1,1,0.08852723715,1.277392278474609,q >= 256
ampere01,L40,fused-cache,2097152,512,8,4,1,4,8,2,1,0.0023637034,1.000195282590411,other
ampere01,L40,fused-cache,2097152,512,8,8,1,4,8,2,1,0.0032518066999999997,1.0003359569000612,other
ampere01,L40,fused-cache,2097152,512,8,16,1,4,8,2,1,0.0060956393,1.0421405828940076,other
ampere01,L40,fused-cache,2097152,512,16,4,1,4,8,2,1,0.002289343,1.0000828253798981,other
ampere01,L40,fused-cache,2097152,512,16,8,1,4,8,2,1,0.0031858836000000002,1.0012938723227611,other
ampere01,L40,fused-cache,2097152,512,16,16,1,4,8,2,1,0.0060237871,1.0364440296227688,other
