hostname,GPU,algorithm,point_count,query_count,k,dim,block_size,items_per_thread,items_per_thread2,items_per_thread3,deg,time,slowdown
ampere01,L40,bits,524288,64,32,1,128,8,1,1,1,0.0003779556,1.7755501974826975
ampere01,L40,bits,524288,64,32,1,128,7,1,1,1,0.00040406510000000004,1.8982067420111408
ampere01,L40,bits,524288,64,32,1,256,3,1,1,1,0.0004142132,1.945880227889043
ampere01,L40,bits,524288,64,32,1,128,6,1,1,1,0.000431283,2.0260702998472047
ampere01,L40,bits,524288,64,32,1,128,5,1,1,1,0.0005189776,2.438039759614876
ampere01,L40,bits,524288,64,32,1,512,1,1,1,1,0.00052678405,2.474712701725375
ampere01,L40,bits,524288,64,32,1,256,2,1,1,1,0.0005410222,2.541600320388224
ampere01,L40,bits,524288,64,32,1,128,4,1,1,1,0.0005965527,2.8024700898566826
ampere01,L40,bits,524288,64,32,1,128,3,1,1,1,0.0007250882999999999,3.4063013598882863
ampere01,L40,bits,524288,64,32,1,256,1,1,1,1,0.0009457053499999999,4.442710521957985
ampere01,L40,bits,524288,64,32,1,128,2,1,1,1,0.0009727520499999999,4.569769820791644
ampere01,L40,bits,524288,64,32,1,128,1,1,1,1,0.0017707021,8.3183592552618
ampere01,L40,bits,524288,64,64,1,512,13,1,1,1,0.00021621804999999997,1.0
ampere01,L40,bits,524288,64,64,1,512,15,1,1,1,0.00021747765,1.005825600591625
ampere01,L40,bits,524288,64,64,1,512,16,1,1,1,0.0002175958,1.0063720397071385
ampere01,L40,bits,524288,64,64,1,512,14,1,1,1,0.0002180069,1.0082733610815564
ampere01,L40,bits,524288,64,64,1,512,11,1,1,1,0.00021923665,1.0139609065940611
ampere01,L40,bits,524288,64,64,1,512,12,1,1,1,0.00022015705,1.0182177204909582
ampere01,L40,bits,524288,64,64,1,512,10,1,1,1,0.00022174859999999998,1.0255785768116954
ampere01,L40,bits,524288,64,64,1,512,9,1,1,1,0.00022367995,1.0345109948036255
ampere01,L40,bits,524288,64,64,1,512,8,1,1,1,0.00022578059999999998,1.0442264186546868
ampere01,L40,bits,524288,64,64,1,512,7,1,1,1,0.0002296063,1.0619201310898883
ampere01,L40,bits,524288,64,64,1,256,16,1,1,1,0.0002340651,1.0825419061914583
ampere01,L40,bits,524288,64,64,1,512,6,1,1,1,0.00023501215,1.086921975292997
ampere01,L40,bits,524288,64,64,1,256,15,1,1,1,0.00023534020000000002,1.0884391936750888
ampere01,L40,bits,524288,64,64,1,256,14,1,1,1,0.00023881175,1.104494976251983
ampere01,L40,bits,524288,64,64,1,256,13,1,1,1,0.00024004875,1.1102160527301028
ampere01,L40,bits,524288,64,64,1,512,5,1,1,1,0.0002421004,1.1197048535032115
ampere01,L40,bits,524288,64,64,1,256,12,1,1,1,0.00024221304999999998,1.1202258553344646
ampere01,L40,bits,524288,64,64,1,256,11,1,1,1,0.0002471201,1.1429207691032273
ampere01,L40,bits,524288,64,64,1,256,10,1,1,1,0.00025137095,1.1625807836117292
ampere01,L40,bits,524288,64,64,1,512,4,1,1,1,0.00025238455,1.1672686438528144
ampere01,L40,bits,524288,64,64,1,256,9,1,1,1,0.00025734404999999997,1.190206136814202
ampere01,L40,bits,524288,64,64,1,256,8,1,1,1,0.00026117394999999996,1.2079192740846567
ampere01,L40,bits,524288,64,64,1,256,7,1,1,1,0.00027137674999999997,1.25510682387525
ampere01,L40,bits,524288,64,64,1,512,3,1,1,1,0.00027792475,1.285391067027013
ampere01,L40,bits,524288,64,64,1,256,6,1,1,1,0.00028423675,1.3145838194359816
ampere01,L40,bits,524288,64,64,1,128,16,1,1,1,0.0002905094,1.3435945796384716
ampere01,L40,bits,524288,64,64,1,128,15,1,1,1,0.00029641495,1.3709075167406237
ampere01,L40,bits,524288,64,64,1,128,14,1,1,1,0.0003048521,1.4099290045396304
ampere01,L40,bits,524288,64,64,1,256,5,1,1,1,0.0003051236,1.4111846813899211
ampere01,L40,bits,524288,64,64,1,128,13,1,1,1,0.00031134740000000004,1.4399695122585745
ampere01,L40,bits,524288,64,64,1,128,12,1,1,1,0.00031546119999999997,1.458995675892924
ampere01,L40,bits,524288,64,64,1,512,2,1,1,1,0.00033376395,1.5436451767093453
ampere01,L40,bits,524288,64,64,1,128,11,1,1,1,0.00033478205,1.5483538492739162
ampere01,L40,bits,524288,64,64,1,128,10,1,1,1,0.0003465815,1.6029258426851969
ampere01,L40,bits,524288,64,64,1,256,4,1,1,1,0.00035325205,1.6337768747798809
ampere01,L40,bits,524288,64,64,1,128,9,1,1,1,0.00035940155,1.662218071062985
ampere01,L40,bits,524288,64,64,1,128,8,1,1,1,0.00038524055,1.7817224325166194
ampere01,L40,bits,524288,64,64,1,128,7,1,1,1,0.00041207835,1.9058462047918758
ampere01,L40,bits,524288,64,64,1,256,3,1,1,1,0.00042015365000000005,1.9431941505346113
ampere01,L40,bits,524288,64,64,1,128,6,1,1,1,0.0004387523,2.0292121772442218
ampere01,L40,bits,524288,64,64,1,128,5,1,1,1,0.00052642635,2.434701219440283
ampere01,L40,bits,524288,64,64,1,512,1,1,1,1,0.0005331617,2.465851948993158
ampere01,L40,bits,524288,64,64,1,256,2,1,1,1,0.0005472809999999999,2.5311531576572817
ampere01,L40,bits,524288,64,64,1,128,4,1,1,1,0.00060328815,2.7901840295017
ampere01,L40,bits,524288,64,64,1,128,3,1,1,1,0.00073178845,3.3844928765197912
ampere01,L40,bits,524288,64,64,1,256,1,1,1,1,0.0009523034,4.4043658704719615
ampere01,L40,bits,524288,64,64,1,128,2,1,1,1,0.0009806541,4.535486745903038
ampere01,L40,bits,524288,64,64,1,128,1,1,1,1,0.0017793235500000002,8.229301623985604
ampere01,L40,bits,524288,64,128,1,512,15,1,1,1,0.00022223025,1.0
ampere01,L40,bits,524288,64,128,1,512,16,1,1,1,0.00022368545000000002,1.0065481634475955
ampere01,L40,bits,524288,64,128,1,512,11,1,1,1,0.00022523489999999997,1.0135204365742287
ampere01,L40,bits,524288,64,128,1,512,14,1,1,1,0.00022524485,1.0135652099567904
ampere01,L40,bits,524288,64,128,1,512,13,1,1,1,0.00022529705000000003,1.0138001014713345
ampere01,L40,bits,524288,64,128,1,512,10,1,1,1,0.00022632780000000002,1.0184383089160904
